chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
0.506858,0.041599438,1975.0356535338265,1963.1031001408398,4336.145833333333,0.122275390625,-391.78488,50.46126,-0.114281416,16.963118,1.9335299,-2.526259,-8.1139965,-5.479954,-5.807724,-7.9937663,-3.653224,-8.246341,-4.1341753,-3.0784295,-6.2365265,-5.2497907,-5.1567864,-5.2067337,-8.88578,-8.088911,1
0.44126114,0.07420167,1789.1108064602467,1762.3624525340376,3877.9829545454545,0.09466441761363636,-351.31946,60.859734,-14.975124,15.231499,-3.265309,-8.123059,-8.113481,-15.498772,-5.220707,6.655008,-6.5964212,-0.6749889,3.2092671,-0.71033704,-5.4478354,-9.552343,-7.5970955,-6.7919884,-11.187893,-8.313432,1
0.39367816,0.08005869,1782.4040825602601,1707.3118193029372,3674.1431451612902,0.11261183215725806,-315.43317,60.580906,-15.950493,28.84731,-14.892124,-3.8534055,-14.785034,-13.409621,-5.9244647,-13.171507,7.0416484,-3.9830317,-1.3563985,-11.28383,-19.116455,-12.050152,-9.3161745,-4.9090633,-8.530399,-10.843844,1
0.432198,0.06792655,1545.8111950761224,1825.294055178958,3743.59375,0.0534326171875,-360.39645,98.60627,0.8130062,31.381268,7.3680863,-0.7698533,6.4017086,-11.881701,-6.111139,-2.9546654,-3.714084,-0.15303046,-6.142672,-6.2819242,-11.465543,-7.412482,-6.622862,-3.086258,-12.312988,-7.115714,1
0.4476676,0.055795193,1593.414454313144,1687.520873379504,3589.345079787234,0.06869701628989362,-337.31384,102.31851,-15.051007,28.026833,-5.812,-1.7106881,5.0973926,-19.11767,-0.4049823,1.06771,-1.505207,3.3585563,-6.2363067,-8.444112,-14.372385,-9.905208,-9.444413,-2.8437526,-13.564899,-5.6155267,1
0.4144455,0.08967275,1922.3133478389434,1785.636264743267,3921.875,0.10567640984195402,-259.4186,68.54688,-4.895819,24.003084,-11.980272,-0.99927545,-14.089159,-14.463954,-8.465635,-13.016569,-11.589896,-2.370261,-9.624099,-7.6607857,-9.959888,-11.684487,-13.142153,-9.80323,-14.070645,-9.841478,1
0.37205923,0.0709207,2023.1966312472532,1838.31683041641,4111.446496212121,0.15827710700757575,-311.4283,45.421017,5.0411444,25.910835,-13.11287,-2.7528906,-15.914451,-12.1198845,-10.507496,-9.414712,-1.3629867,-4.9429383,-4.739206,-11.362893,-15.880482,-7.534928,-12.294786,-6.8777547,-11.581017,-12.761591,1
0.4806009,0.064012885,1932.599256531485,1779.9625078174138,3687.253289473684,0.13523334703947368,-288.6489,68.45483,-3.3544023,15.339189,-2.7245255,-3.873084,-13.448221,-14.57966,-6.484154,-3.6894827,-9.103714,-5.3824544,-3.5138817,-9.653401,-16.206205,-6.9225726,-12.184271,-10.941048,-15.508738,-9.638991,1
0.42601544,0.077791095,1895.411056408158,1784.6190635231776,3848.666958041958,0.1348509888548951,-345.74335,65.01894,-7.49852,8.730224,-2.414387,2.6267483,-7.6769757,-16.332857,-1.0549527,0.7380336,-5.5277014,-2.8575613,-1.1576936,-13.049055,-13.36143,-6.3784394,-4.971223,-6.574461,-8.7755,-7.9921045,1
0.41638294,0.08458335,1630.3348738874947,1835.6458198309122,3658.911401098901,0.06994226476648352,-351.90164,50.328545,2.0242019,19.42326,-7.0479226,-1.3846282,-0.2885929,-13.124703,-6.8739524,-12.645486,-3.4669638,-3.0774798,-1.2777476,-7.5879264,-11.5831995,-6.189743,-12.116101,-3.6576257,-6.9123755,-6.7706003,1
0.42276,0.11025439,1633.7942281984126,1531.194347776508,3223.923141891892,0.09865260768581081,-258.8645,85.41844,-27.253227,18.48867,-14.939682,-1.1599092,-15.400145,-13.1076,-2.8459134,-13.600131,-5.2444177,-3.8888924,-7.180854,-7.140706,-10.748691,-10.915082,-13.736369,-11.4662,-11.220821,-11.649946,1
0.41750488,0.08121568,1569.5893118060126,1800.5511555106004,3720.7386363636365,0.06916281960227273,-320.63678,95.81789,2.9724185,33.43445,3.0079198,-3.2700343,2.4884896,-13.952813,-5.8455424,-5.8190312,-4.545428,2.9873674,-2.9662397,-10.590746,-11.842991,-9.515741,-7.5735044,-2.687326,-14.275623,-7.4377313,1
0.30901554,0.06884093,1803.3921922749767,1574.6639150243564,3503.3318014705883,0.12314381318933823,-300.53888,62.816982,-31.5168,22.236336,-28.364819,-5.819703,-23.73984,-12.730461,-10.571167,-20.132687,-3.6573067,-10.181352,-4.9938,-14.304651,-10.897486,-10.953526,-9.516571,-8.817223,-9.311825,-10.17053,1
0.36029887,0.06715677,2231.88580991648,1730.009596003822,4051.906779661017,0.192676608845339,-299.50192,52.181496,-9.177863,6.216148,-19.251211,-0.43989334,-16.19456,-14.158069,-7.5070367,-14.843269,-10.643444,-5.290114,-9.741523,-14.066182,-11.290959,-6.2365537,-11.2316885,-5.655728,-8.47294,-8.763391,1
0.33996746,0.09309191,2045.7578215522412,1702.8315133088247,3787.5359195402298,0.16428138469827586,-242.55984,71.30324,-10.401156,5.2426553,-8.060713,-9.960706,-30.012285,-22.351055,-5.9835386,-7.4591956,-12.270217,-6.527226,-19.376217,-19.162838,-11.455692,-5.2753253,-12.796297,-8.665569,-13.536753,-9.45368,1
0.35728714,0.08955717,1949.4560856253258,1859.7499730438678,3949.21875,0.1066162109375,-290.201,55.103718,5.619875,14.189441,-7.4468527,-3.892756,-0.9126047,-15.085462,-3.75225,-4.9067545,-12.104902,-4.9471602,-8.209568,-5.1997213,-13.675815,-10.739216,-12.313156,-11.492706,-7.7156014,-11.469102,1
0.42712513,0.08389005,1752.6502321114979,1762.4444312705682,3662.3475609756097,0.11323063548018293,-329.6077,54.478355,-4.8826575,13.660204,-7.5911574,-3.198207,-9.95782,-16.072758,-2.9648907,-13.476205,-3.2242606,-4.1720366,1.7418419,-12.015291,-11.003243,-7.371978,-11.639008,-2.8980281,-7.5188656,-5.3152776,1
0.41160843,0.09706431,2188.9828563586984,1845.795646364356,4286.487926136364,0.17430530894886365,-265.39453,52.05271,7.4452877,30.14013,-11.643342,-3.1443746,-20.034876,-10.948886,-15.757959,-14.675547,-8.222174,-5.5704303,-2.8215768,-10.306249,-8.814607,-8.25531,-17.375866,-10.462573,-13.051952,-12.976108,1
0.41805834,0.05818696,1982.1537162080356,1820.6620856583488,3947.3684210526317,0.14384594298245615,-328.94287,42.834095,3.3374674,11.514223,-2.872761,-1.9467574,-3.9782033,-10.737486,-7.2784166,-7.331657,-12.090286,3.513905,-5.895874,-1.0593634,-6.714011,-9.261629,-9.031901,-11.732987,-9.532921,-9.4074545,1
0.43308723,0.051284123,2328.4537924805536,2027.3892382426125,4724.402947154472,0.17661490091463414,-361.46188,45.231674,14.4531,4.9639726,0.84065837,4.251931,-9.890151,-14.962437,-6.932053,-7.7062154,-4.7150416,-5.0817127,-11.192128,-10.596352,-12.918569,-6.750591,-4.061412,-8.226503,-8.317409,-8.463681,1
0.37048128,0.08558865,2226.4768576429688,1834.1008441964686,4263.548259493671,0.1784575257120253,-264.35315,49.070637,-7.111138,28.0019,-8.9768305,-8.719558,-21.014366,-20.819551,-10.102317,-10.760489,-6.2612457,-4.7954,-8.582759,-17.377758,-19.939035,-1.5311815,-11.397225,-8.456706,-8.948473,-7.1642356,1
0.4537725,0.040322542,1569.5053951035934,1758.3966878814442,3437.721631205674,0.09151637300531915,-404.6585,53.814484,-1.044488,15.56731,-4.2065034,0.29250795,-3.6656897,-11.211888,-4.7852554,-11.2802105,-4.048566,-2.9666822,-0.83154696,-8.93265,-9.847296,-7.1064816,-9.606646,-2.51757,-5.83857,-6.1065364,1
0.5062462,0.046955213,1778.572568798976,1699.7664035289777,3554.1111680327867,0.11095991290983606,-381.3047,60.727554,2.4790733,11.72373,-9.345744,2.6601138,-4.714121,-13.842623,-9.00139,-12.95277,-5.772841,-4.5781903,-1.9083791,-6.5813713,-9.253409,-4.7381387,-10.704827,-5.5642195,-7.4611273,-6.635692,1
0.43186572,0.065353006,1813.9258192246532,1823.2339223126423,3702.6721014492755,0.11514945652173914,-318.09692,70.63366,8.018451,13.715526,2.1447575,0.96082526,-7.998147,-14.40987,-15.289004,-2.4504492,-9.194974,-7.117212,-8.83718,-6.4659986,-11.236549,-5.9076653,-9.017094,-9.908918,-12.400409,-10.154071,1
0.36531675,0.054878164,2419.059856039142,1773.9632921268958,4370.356721698113,0.21073481721698112,-305.30353,45.00317,-9.355728,20.644478,-21.412346,-7.7292347,-15.990945,-10.585764,-11.76224,-21.72607,-9.433775,-4.2551594,-7.510031,-14.329986,-11.141047,-6.2089353,-11.090484,-6.8816967,-7.635351,-9.572184,1
0.37947142,0.08217216,1990.5819370502868,1774.727600446784,3865.0841346153848,0.11497145432692307,-282.88382,63.18249,-16.533566,16.04337,-9.2829485,-2.815703,-19.502293,-16.719978,-11.026518,-12.571998,-6.7497973,-10.002334,-14.890625,-11.874883,-16.192053,-9.829237,-4.960998,-8.73591,-11.607385,-7.2498927,1
0.396328,0.06673346,1931.753927260302,1960.483968747068,4352.991615853659,0.12602419969512196,-365.17453,49.99343,6.0993724,27.94649,-6.766521,-3.8738072,-8.564198,-11.586575,-7.2223616,-9.946227,0.85175836,-2.4488337,-5.4113564,-6.3313236,-14.277821,-10.3301735,-8.368667,-5.122401,-6.934792,-10.558592,1
0.39739946,0.0702249,1972.5754142518238,1648.7597099568093,3704.7561813186812,0.1655005151098901,-310.66742,62.383537,-10.308012,21.163645,-1.1984206,-5.8162575,-14.500343,-14.656277,-14.305836,-7.354015,-12.236941,-4.148274,3.0490065,-5.628512,-5.6856976,-10.782723,-10.133322,-6.254157,-13.213452,-9.123364,1
0.37795737,0.09691832,1559.0180484582652,1639.1875819104903,3322.0338983050847,0.0918258408368644,-265.81488,82.66203,-15.370767,15.359561,-12.780894,1.1539714,-24.592129,-21.164536,-10.089746,-11.168168,-5.1633587,-7.4648166,-4.6749234,-17.99333,-18.437542,-5.1276393,-18.302204,-11.650364,-7.0227437,-7.7703958,1
0.43929446,0.06208823,1675.27966212833,1892.075612589677,3731.5418956043954,0.07846304086538461,-363.40997,48.108547,4.2090797,16.803274,5.796062,-2.5939271,-3.8634875,-8.453626,-2.2838445,-5.29885,-4.862676,2.9501498,-2.3372118,0.26795974,-5.509014,-9.865064,-4.84982,-9.120643,-9.030187,-7.7106376,1
0.44256574,0.087856226,2064.6494605847433,1731.9423837146699,3873.604910714286,0.16213553292410715,-271.6888,57.68836,-4.5574555,23.40401,-8.711203,3.6465015,-13.267982,-10.315123,-5.561073,-15.758797,-5.5778375,-9.93709,-8.579847,-4.8974185,-14.537748,-12.276276,-10.857619,-9.556579,-15.336879,-4.7046247,1
0.43666765,0.07261173,1447.8971969656795,1702.7522765171655,3194.4699754901962,0.0811456418504902,-316.53775,81.04392,4.223488,9.525448,-0.06285826,-0.1948581,-10.529568,-15.08182,-10.4442,-1.7525271,-9.493064,-5.587961,-6.72057,-6.7142034,-9.901465,-8.17417,-9.132306,-10.168256,-13.080482,-12.119361,1
0.4383291,0.057875812,1429.3482307599204,1723.8544269214162,3476.668074324324,0.05422561233108108,-353.33545,99.84932,0.07972248,40.314842,5.7282543,-3.8523402,1.4855835,-16.161108,-1.1916662,-3.0044057,-6.0021377,1.63729,-9.740903,-11.111642,-13.505527,-8.791008,-4.1743603,-6.5413814,-14.481378,-7.5044794,1
0.38621345,0.08623657,1490.4721456140992,1581.4249927126345,3057.9524253731342,0.08235920009328358,-295.16434,86.76859,-10.429154,20.559961,-16.568647,0.25204054,-13.9652815,-12.115317,-9.745294,-12.7412405,-12.743067,-8.769766,-12.360416,-6.447465,-13.887662,-14.468514,-12.988964,-10.518811,-11.599508,-11.520803,1
0.40034527,0.088384815,1755.244762118936,1718.5834809253452,3509.77408008658,0.12639931682900432,-296.48053,54.892952,-5.805604,19.69959,-11.941506,-9.362438,-11.014822,-16.468065,-9.905261,-18.632055,-8.998445,-7.5161424,-1.8810701,-6.3447266,-10.727893,-6.650369,-12.459431,-7.7295322,-11.854852,-7.4741135,1
0.4360398,0.046778727,1996.054011339492,1906.090395893737,4275.846354166667,0.11219075520833334,-416.375,61.49393,-1.245785,22.666937,0.6828751,0.3701076,-3.7391107,-12.302034,-7.90697,-5.9193645,-4.2857676,-1.2482473,-3.8190231,-2.1141343,0.88208973,-4.999587,-3.676262,-4.073103,-6.885218,-6.5446124,1
0.3925871,0.06934345,1708.461789876666,1825.8677133482533,3671.2101063829787,0.11097749750664894,-346.45584,49.082954,0.96203727,16.408693,-11.993041,-0.60393053,-3.947243,-12.784954,-6.265348,-12.580441,-6.4398828,-7.23294,-2.6908941,-6.275231,-12.3203945,-5.4421134,-12.119238,-5.9541554,-10.823066,-6.9353275,1
0.38865456,0.10325505,1964.1909288908723,1814.9847456640407,3980.238970588235,0.10740272671568628,-263.2012,56.372112,2.3236632,24.880938,-12.959803,-6.280483,-7.438028,-10.471389,-12.687119,-13.282224,-7.2643547,-5.302361,-12.446692,-10.194438,-8.811506,-9.88343,-9.755113,-6.699078,-3.9837155,-8.827933,1
0.45640823,0.05048342,1855.9519688942426,1759.9134417609123,3873.856707317073,0.09551853086890244,-343.21332,85.399864,-5.4779778,25.733292,-9.059224,2.7562742,0.8713424,-11.0655775,-0.7133784,-1.8360536,-3.6931233,5.6148114,-1.2142806,-9.996053,-11.111319,-9.4591675,-5.426974,-1.3832214,-10.700224,-7.529157,1
0.46659735,0.050602373,1540.989219464765,1823.6711207630667,3776.8621575342468,0.05493498501712329,-396.60114,97.76044,3.783589,23.53751,-1.5258852,0.5345382,3.178184,-14.7593155,-3.2151735,-0.07007581,1.3840694,-1.7838718,-5.269293,-8.478956,-8.27316,-8.07469,-3.8580637,-2.7699327,-12.699322,-6.188023,1
0.36390868,0.13604763,1608.2662088083011,1638.1074188716025,3346.075148809524,0.10302153087797619,-241.62744,84.62191,-3.1572347,19.703403,-12.434282,3.7493825,-14.926223,-16.307985,-7.642288,-15.309784,-11.075472,-7.8812675,-8.5488205,-11.1538315,-10.818045,-11.874855,-14.59368,-10.828657,-14.403572,-13.436186,1
0.4114249,0.07672875,1569.5221795700506,1596.728391743561,3347.5191885964914,0.09964792351973684,-310.63373,73.68815,-10.253528,32.9102,3.7451062,-8.7608795,-12.957589,-17.243977,-16.256916,-4.727355,-10.762963,-6.16453,2.1456501,-4.4898176,-6.682654,-8.601929,-13.343052,-5.9799604,-12.967626,-10.279295,1
0.38481867,0.11111115,1930.460456985931,1675.7458083886795,3730.152027027027,0.15485114020270271,-212.99301,68.68324,-13.956368,26.145147,-14.578534,-4.022921,-21.410961,-17.744669,-13.574918,-17.111292,-11.126291,-4.3985753,-7.9188495,-8.191983,-10.758174,-10.217394,-16.46559,-12.491323,-14.886027,-12.845292,1
0.3532454,0.10969167,1905.220406757197,1807.8315930668623,3940.1227678571427,0.14054827008928572,-238.35712,67.68436,-6.328865,15.495511,-12.188093,-12.753748,-18.326672,-12.094411,-14.253408,-15.37412,-10.568447,2.8930678,-3.9225037,-7.9638147,-11.732224,-11.752438,-16.476105,-8.678953,-10.682474,-11.068494,1
0.3859209,0.04913454,2309.1645115825427,1906.6210124035538,4410.0609756097565,0.19599926956300814,-313.29785,53.552624,-0.51246375,10.783427,3.610886,-10.775526,-14.5629835,-13.808524,-13.798671,-8.882857,-3.6598701,-10.01657,-10.195771,-1.7268747,-7.2831573,-6.997536,-7.2345743,-12.921647,-13.598239,-11.908624,1
0.36837766,0.08784374,1958.0382625354157,1758.1991469809261,3812.8367456896553,0.13482455549568967,-267.07285,61.65838,-10.915552,5.618581,-14.118136,-1.1377543,-15.5341015,-8.807471,-6.4394956,-8.778391,-14.427726,0.23819147,-8.939658,-11.616299,-14.063831,-6.893017,-16.157675,-10.169018,-10.894166,-14.910183,1
0.45022827,0.05073965,1524.353247577372,1763.8814593344325,3443.4344951923076,0.08086688701923077,-371.76852,95.80268,11.53899,32.8871,4.6075606,-1.0058489,-2.4253287,-13.154323,-5.2447996,-5.0063086,-8.484967,1.2575619,-6.0562863,-9.833254,-9.237356,-9.364025,-6.8806567,-4.9969645,-11.758477,-8.060511,1
0.45483875,0.05449316,1757.7048109652617,1710.6842122399848,3697.057845744681,0.09674721575797872,-355.74506,79.14069,-8.037678,30.861717,2.757449,-6.0570784,-3.4266205,-14.92212,-12.219858,-13.624057,-7.7728434,2.501668,-3.9704554,-0.89724714,-0.012502629,-10.379527,-5.8751407,-3.1596546,-5.2480216,-8.017588,1
0.3727257,0.059369028,2108.8984482148758,1809.2107890741695,4116.344975490196,0.17417758118872548,-345.9933,45.814533,-14.316237,2.2364774,-17.897938,-3.7150347,-3.9602394,-11.173104,-7.281307,-16.305098,-8.738448,-3.2750232,-8.340672,-11.4097,-8.6562395,-7.2857447,-9.266258,-2.2303839,-6.2101483,-7.351182,1
0.46177113,0.07269458,1677.9514294045703,1797.1955629099223,3724.580223880597,0.09466826026119403,-314.05368,77.482216,-4.3621464,17.687075,-6.973079,2.6936884,-11.215926,-18.33159,-4.538558,-12.784521,-1.0816307,-4.9270744,-9.120335,-3.6165721,-2.8458173,-12.699117,-9.274885,-10.018523,-12.502898,-7.494535,1
0.42111897,0.09587632,1736.2312713056044,1649.9327380266502,3385.6336805555557,0.126708984375,-252.62218,83.22598,0.30819142,24.378166,-2.2468762,6.012586,-17.183838,-22.751747,2.1852438,-4.9312267,-3.0730562,-1.7688528,-1.3466244,-3.2362797,-9.600006,-9.002065,-9.0654745,-3.9813929,-11.539931,-12.093172,1
0.4459152,0.07147942,1847.0076901084617,1776.8189069562868,3770.2767175572517,0.13950679866412213,-278.62384,64.118065,-2.547765,16.573,-2.4214082,5.3408527,-10.4063635,-8.324431,-5.974084,-15.3039055,-5.682035,-1.4682373,-9.721154,-0.9964814,-13.881884,-10.489595,-13.05257,-5.1139035,-13.386284,-5.8703375,1
0.39048818,0.15979216,1447.3545158949582,1524.2694953587277,2943.917410714286,0.09352329799107142,-209.5286,103.144714,-2.7297084,37.47299,-4.134876,11.129128,-14.829417,-30.33956,2.4430845,-8.181672,-2.0050187,-4.1578636,-5.865458,-7.368794,-9.448035,-10.629473,-11.05487,-7.4475794,-10.947301,-10.009829,1
0.41157812,0.07615653,1772.664783793946,1718.7662608751943,3700.344279661017,0.1169143935381356,-318.1415,73.90741,1.4129145,20.995848,-11.688103,5.0395694,-9.606326,-20.131113,-6.252718,-17.960506,-0.53843385,2.5382497,-9.3394575,0.3497397,-2.6582649,-9.190499,-11.157286,-9.375814,-13.53221,-8.896302,1
0.43002677,0.06398085,1899.7221907679354,1831.6796173373752,3860.370710784314,0.11492321537990197,-333.97568,62.313175,5.763597,16.801105,2.8577192,-5.376539,-3.9571388,-12.662843,-8.812482,-11.138654,-13.570859,-3.0004761,-8.533237,-3.6735942,-8.080546,-9.178353,-7.719705,-12.368857,-8.5027485,-10.229683,1
0.44443235,0.06862195,1714.5862230858293,1840.6656337881047,3693.0259146341464,0.08103682355182927,-337.91748,58.31384,2.7983916,15.85661,5.800736,0.79676586,-13.3221245,-6.8178406,-4.188523,-3.8012378,-2.0879276,-3.7394574,0.8600209,-7.184637,-9.008209,-9.11548,-7.3525553,-9.093013,-7.047759,-6.802241,1
0.4099987,0.10425616,2014.408658170903,1812.2693194307524,3982.024898373984,0.13963255843495934,-272.24734,50.85547,-0.9682708,14.250527,-7.3108964,3.6197834,-12.519424,-15.716783,-10.844211,-11.318244,-8.916884,-8.156276,-14.476952,-13.541183,-16.805275,-6.648569,-3.9317229,-8.935273,-8.443468,-9.300332,1
0.42769095,0.06669337,1787.416322681103,1846.0427935378714,3753.28256302521,0.11399110425420168,-330.76196,56.629753,12.394028,21.945438,5.1975107,-0.64598787,-9.127867,-10.249669,-9.72375,-4.5943403,-11.061912,-6.2350297,-4.6468396,-3.9551895,-7.026218,-6.1937327,-12.406482,-12.004305,-10.907103,-9.207589,1
0.4316369,0.033172153,2028.1925215917174,2068.351827798744,4506.415142276423,0.10163792555894309,-413.904,44.20263,7.151514,10.536787,1.2944677,3.4139724,-8.548855,-10.132717,-5.450115,-6.4522133,-3.5957482,-7.6180105,-9.750027,-10.993848,-11.289455,-5.684439,-4.977726,-6.907406,-8.5104,-8.233965,1
0.42018372,0.08987923,2286.2422606828477,1916.8646913890898,4459.321120689655,0.1750628591954023,-262.84927,59.584362,1.1071633,21.537119,-11.448008,0.15517175,-11.312748,-5.109109,-11.526011,-11.071584,-11.745772,-5.7115645,-11.430904,-7.815878,-9.194757,-13.745243,-15.404874,-9.235225,-13.286757,-12.468586,1
0.3893435,0.08219393,1923.4599398380908,1844.0699025460913,3929.162779850746,0.139131005130597,-320.2919,54.135845,7.015875,13.2730255,-10.800661,-3.0241225,-10.08102,-16.628714,-6.496212,-17.233465,-9.736452,-5.045829,1.002179,-7.8259315,-14.320389,-4.448215,-16.352962,-6.9140277,-8.834977,-6.6274066,1
0.37400603,0.06133867,1537.61618696646,1650.4422375396377,3148.623511904762,0.09355817522321429,-347.54913,74.29879,3.6535695,18.009209,-0.9683353,-8.013413,-5.720102,-15.051056,-2.9436269,-8.047994,-14.613598,-6.254505,-11.492097,-10.506791,-12.74353,-11.087249,-13.259722,-9.985596,-6.7151947,-11.888975,1
0.41123247,0.058914095,1718.2089771141373,1787.0888349965924,3741.4434523809523,0.10678536551339286,-383.2107,74.19537,-0.1815469,14.575111,-0.5762418,-5.4431095,-10.125785,-15.664659,-2.002182,-3.592467,-7.362142,-6.0094995,-5.3815517,-16.036022,-13.154372,-5.1339397,-6.9599566,-7.1627975,-11.111303,-9.911459,1
0.4473627,0.04844882,1626.2459625983333,1828.945043766306,3533.547794117647,0.07999770220588236,-404.8014,42.648243,4.24856,13.746824,-0.96659297,3.9397967,-0.53146327,-5.7370977,-1.8368275,-7.655068,-3.531659,-4.822258,-1.7466009,-4.136959,-8.108325,-2.6748595,-7.908041,-3.9221673,-7.175002,-5.432793,1
0.44269964,0.07241437,1679.7385421497174,1711.3775005771583,3419.921875,0.10446079799107143,-284.73398,78.31173,1.79387,19.285765,-2.0433004,-5.6343317,-14.191823,-16.559347,-16.0975,-4.072099,-11.638895,-6.1054225,-6.36952,-10.093404,-12.386744,-8.503646,-9.635886,-10.2007885,-17.177458,-11.658906,1
